@relation preprocessamentoCK

@attribute CLASSE REAL 
@attribute CBO REAL 
@attribute DIT REAL 
@attribute LCOM REAL 
@attribute NOC REAL 
@attribute RFC REAL 
@attribute WMC REAL 
@attribute UOTESTED {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@data
6,8,2,1,0,29,56,12
6,12,3,1,0,13,9,12
6,7,2,1,0,22,17,12
6,12,3,1,0,13,6,12
6,12,3,2,0,13,7,12
6,14,2,1,3,38,26,11
6,4,2,0,0,1,1,11
6,8,3,1,1,7,5,11
6,8,4,10,0,14,10,11
6,7,3,11,0,15,11,11
6,4,3,3,0,5,3,11
6,12,3,1,0,16,7,12
6,12,3,1,0,9,2,12
6,7,1,2,0,26,30,12
6,4,1,2,0,10,6,12
6,9,2,2,0,19,9,12
6,9,2,2,0,20,8,12
6,11,2,1,0,12,14,12
6,11,2,1,0,10,9,12
6,11,2,1,0,15,17,12
6,11,2,1,0,13,10,12
6,17,1,3,0,22,24,12
6,9,1,1,0,5,4,12
6,7,1,1,0,26,24,12
6,6,2,2,0,4,3,12
6,6,2,2,0,4,3,12
6,9,1,4,0,6,4,12
6,9,1,1,0,4,3,12
6,3,4,0,0,2,1,12
6,5,3,4,0,14,7,12
6,5,3,4,0,14,7,12
6,20,1,4,0,6,4,12
6,5,3,3,0,13,6,12
6,5,3,3,0,13,6,12
6,13,1,4,0,6,4,12
6,12,2,1,0,35,31,12
6,11,2,1,0,20,8,12
6,10,1,4,0,6,4,12
6,14,2,1,0,26,21,12
6,12,2,1,0,19,6,12
6,16,1,4,0,6,4,12
6,14,1,1,0,60,32,12
6,7,1,1,0,17,8,12
6,7,1,1,0,19,8,12
6,2,0,2,0,4,2,12
6,0,0,0,0,4,0,12
6,41,1,4,5,24,18,12
6,39,1,4,5,24,18,12
6,3,1,1,0,18,12,11
6,16,3,3,0,46,11,11
6,7,3,4,0,28,6,11
6,5,4,16,0,24,16,11
6,5,4,2,0,6,2,11
6,3,4,1,0,2,1,11
6,3,4,1,0,2,1,11
6,7,3,15,5,20,15,11
6,5,4,1,0,3,1,11
6,5,4,1,0,3,1,11
6,22,2,1,4,45,29,11
6,3,1,4,0,6,4,11
6,3,4,1,0,1,1,11
6,6,3,5,4,10,5,11
6,5,4,1,0,3,1,11
6,5,4,1,0,3,1,11
6,9,2,1,0,10,9,12
6,9,2,1,0,10,9,12
6,13,1,4,0,6,4,12
6,5,1,1,0,12,11,12
6,2,1,3,0,9,32,12
6,7,1,3,0,32,97,12
6,8,1,4,0,15,20,12
6,5,1,0,0,3,1,12
6,10,1,1,0,9,7,12
6,8,1,1,0,18,8,12
6,4,1,1,0,7,4,12
6,6,1,1,0,15,7,12
6,8,1,1,0,16,7,12
6,18,1,4,0,36,14,12
6,5,4,1,0,14,7,12
6,9,1,2,0,14,5,12
6,16,1,1,0,28,15,12
6,4,4,2,0,13,6,12
6,0,0,0,0,1,0,12
6,4,1,1,0,4,2,12
6,6,1,1,0,5,2,12
6,9,1,2,0,16,7,12
6,5,2,2,0,17,17,12
6,7,1,3,0,9,7,12
6,0,1,0,0,1,1,12
6,4,2,2,0,23,28,12
6,3,2,1,0,13,17,12
6,3,2,1,0,11,10,12
6,0,1,0,0,1,1,12
6,6,1,1,0,7,3,12
6,3,1,2,0,4,2,12
6,0,0,0,0,1,0,12
6,2,1,1,0,2,3,12
6,2,1,1,0,2,2,12
6,21,1,2,0,13,7,12
6,38,0,7,0,25,44,12
6,2,3,1,0,8,3,12
6,5,1,1,0,17,13,12
6,4,1,2,0,11,3,12
6,3,4,0,0,2,1,12
6,3,4,0,0,2,1,12
6,3,1,2,0,3,2,12
6,1,1,2,0,13,25,12
6,0,1,0,0,0,0,12
6,2,1,3,0,9,12,12
6,0,0,0,0,1,0,12
6,2,1,1,0,4,3,12
6,2,1,1,0,14,11,12
6,0,0,0,0,3,0,12
6,3,3,1,0,10,10,12
6,15,1,6,0,19,10,12
6,26,1,2,0,60,45,12
6,5,1,1,0,14,21,12
6,22,1,1,0,61,52,12
6,19,1,1,0,41,32,12
6,12,1,1,0,46,27,12
6,7,1,2,0,14,7,12
6,11,1,4,0,29,15,12
6,28,1,1,0,38,24,12
6,7,4,1,0,16,8,12
6,3,0,2,0,2,0,12
6,3,4,2,0,7,4,12
6,23,1,1,0,56,24,12
6,1,0,4,0,10,9,12
6,5,1,1,0,11,5,11
6,15,1,2,0,72,41,11
6,21,1,1,4,94,81,11
6,14,1,1,0,37,5,11
6,8,1,1,0,18,8,11
6,3,2,1,0,4,1,11
6,3,2,1,0,6,3,11
6,3,2,1,0,6,3,11
6,3,2,1,0,4,1,11
6,3,2,1,0,4,1,11
6,3,2,1,0,4,1,11
6,19,1,1,0,55,20,11
6,1,1,3,0,8,5,11
6,3,1,2,0,19,29,11
6,15,1,1,0,59,44,11
6,0,0,0,0,2,0,11
6,0,0,0,0,6,0,11
6,2,1,2,0,19,29,11
6,13,1,1,0,12,7,11
6,7,1,1,0,15,7,11
6,8,1,1,0,10,3,11
6,11,1,1,0,25,12,11
6,13,1,1,0,41,20,11
6,17,1,1,2,60,55,11
6,16,1,1,0,45,9,11
6,11,1,1,0,33,22,11
6,1,1,1,0,10,7,12
6,15,1,6,0,33,48,12
6,6,1,2,0,17,14,12
6,4,0,2,0,2,0,12
6,62,1,2,0,60,33,12
6,1,1,0,0,1,1,12
6,56,1,14,0,67,55,12
6,24,1,5,4,10,5,12
6,1,1,0,0,1,1,12
6,1,0,2,0,2,0,12
6,8,2,4,2,5,4,12
6,7,1,6,0,16,7,12
6,4,1,3,0,4,4,12
6,7,1,3,0,7,8,12
6,1,0,3,0,5,7,12
6,11,1,7,0,16,12,12
6,3,0,3,0,4,2,12
6,16,4,2,0,8,6,12
6,5,1,1,0,16,12,12
6,29,1,8,0,171,58,11
6,5,1,2,0,27,5,11
6,9,1,3,0,14,10,12
6,12,2,1,0,28,12,12
6,6,1,1,0,14,6,12
6,5,1,1,0,14,10,12
6,5,1,1,0,8,5,12
6,4,1,1,0,13,5,12
6,0,0,0,0,0,0,12
6,6,1,1,0,9,7,12
6,3,0,2,0,2,0,12
6,6,1,3,0,7,5,12
6,0,0,0,0,3,0,12
6,30,1,1,1,6,5,12
6,0,0,0,0,0,0,12
6,5,2,1,0,12,6,12
6,3,4,1,0,8,4,12
6,26,1,2,2,58,31,12
6,11,1,1,0,37,19,12
6,4,1,1,0,1,1,12
6,6,1,1,0,17,8,12
6,8,1,2,0,12,12,12
6,50,1,15,0,33,24,12
6,3,1,1,0,5,3,12
6,2,2,1,0,5,4,12
6,10,1,1,0,13,15,12
6,9,1,2,0,31,21,12
6,1,1,0,0,3,4,12
6,4,1,1,0,6,4,12
6,4,1,1,0,11,5,12
6,3,1,1,0,1,1,12
6,7,1,1,0,16,13,12
6,4,2,1,0,3,2,12
6,2,2,1,0,3,2,12
6,3,3,1,0,5,3,12
6,6,1,1,0,6,4,12
6,0,0,0,0,1,0,12
6,38,1,0,0,6,4,12
6,21,0,2,0,2,0,12
6,19,1,2,0,10,4,12
6,15,1,1,0,8,5,12
6,7,1,1,0,15,12,12
6,10,1,1,0,13,10,11
6,9,1,1,0,13,4,11
6,12,1,1,0,31,13,11
6,2,2,1,0,4,2,11
6,3,1,1,0,1,2,11
6,3,1,3,0,8,7,11
6,5,2,1,0,8,2,11
6,17,1,1,0,59,20,11
6,10,1,12,0,35,39,12
6,3,0,2,0,2,0,12
6,0,0,0,0,16,0,12
6,4,4,0,0,0,0,12
6,7,3,1,1,3,3,12
6,0,0,0,0,3,0,12
6,4,1,1,1,8,2,12
6,7,1,3,0,4,3,12
6,3,1,1,0,8,4,12
6,2,1,1,0,7,4,12
6,7,2,1,0,4,2,12
6,0,0,0,0,3,0,12
6,30,2,1,0,18,10,12
6,9,1,1,0,16,1,11
6,0,0,0,0,3,0,12
6,7,1,2,0,14,7,11
6,15,1,2,0,24,3,11
6,2,2,0,0,4,5,11
6,9,2,3,0,6,3,12
6,6,2,1,0,10,6,12
6,4,2,1,0,6,4,12
6,0,0,0,0,0,0,12
6,7,3,4,0,20,8,12
6,8,2,5,2,7,2,12
6,2,1,1,0,9,4,12
6,2,1,1,0,12,4,12
6,2,3,4,0,10,4,12
6,1,1,0,0,3,6,12
6,7,1,1,0,13,5,11
6,1,1,0,0,3,6,11
6,2,1,0,0,3,6,11
6,0,0,0,0,6,0,12
6,2,4,0,0,2,1,12
6,20,3,3,0,82,56,12
6,7,5,1,0,7,3,12
6,40,1,3,0,24,15,12
6,22,1,4,0,26,23,12
6,1,1,0,0,1,0,12
6,54,1,7,2,98,64,12
6,8,1,2,0,13,10,12
6,35,2,1,0,181,115,12
6,2,3,1,0,9,7,12
6,6,1,1,0,13,4,12
6,32,1,15,2,33,33,12
6,8,1,1,0,27,14,12
6,10,1,1,0,20,12,12
6,13,1,1,0,16,9,12
6,0,0,0,0,2,0,12
6,30,1,4,0,162,117,12
6,1,2,1,0,7,3,12
6,7,1,3,0,31,23,12
6,0,0,0,0,6,0,12
6,4,1,2,0,2,2,12
6,6,1,4,0,5,5,12
6,1,3,1,0,4,8,12
6,6,2,3,2,18,10,12
6,12,3,2,0,62,49,12
6,11,1,2,0,24,13,12
6,0,0,0,0,3,0,12
6,0,0,0,0,1,0,12
6,0,0,0,0,1,0,12
6,2,4,0,0,2,1,12
6,17,1,1,0,55,29,12
6,0,0,0,0,1,0,12
6,13,1,3,0,32,11,12
6,4,2,0,0,3,1,11
6,9,5,0,0,2,1,12
6,19,1,2,0,20,12,12
6,11,0,2,0,2,0,12
6,4,1,7,0,16,10,12
6,22,1,6,0,20,8,12
6,22,1,1,0,53,26,12
6,4,3,1,0,13,7,12
6,18,4,1,0,24,5,12
6,9,1,1,0,14,3,12
6,95,1,7,0,24,11,12
6,20,1,1,0,53,26,12
6,6,3,1,0,13,7,12
6,18,3,2,1,12,4,12
6,6,1,2,0,3,3,12
6,23,1,1,0,35,10,12
6,8,1,1,0,14,3,12
6,0,0,0,0,2,0,12
6,0,0,0,0,2,0,12
6,3,2,2,0,28,6,12
6,0,0,0,0,2,0,12
6,0,0,0,0,0,0,12
6,7,1,1,0,30,12,12
6,0,0,0,0,1,0,12
6,18,1,1,0,21,10,12
6,24,1,1,0,39,25,12
6,1,1,0,0,1,1,12
6,0,0,0,0,1,0,12
6,2,1,1,0,12,4,12
6,5,1,1,0,18,9,12
6,181,1,4,0,79,48,12
6,34,1,1,0,17,17,12
6,0,0,0,0,1,0,12
6,62,0,2,0,3,1,12
6,53,2,3,2,48,23,12
6,5,1,1,0,2,2,12
6,3,1,0,0,5,6,12
6,5,1,0,0,1,1,12
6,7,6,5,0,7,6,12
6,18,2,2,0,47,27,12
6,5,1,2,0,14,20,12
6,0,0,0,0,1,0,12
6,0,0,0,0,1,0,12
6,0,0,0,0,1,0,12
6,7,1,2,0,32,11,12
6,1,1,0,0,1,0,12
6,12,1,4,0,9,11,12
6,135,4,3,0,23,13,12
6,14,4,1,0,17,10,12
6,2,3,1,0,8,6,12
6,35,4,0,0,4,2,12
6,15,1,4,0,46,29,12
6,11,1,4,1,18,16,12
6,4,2,1,0,9,5,12
6,3,5,0,0,4,2,12
6,35,1,3,0,49,21,12
6,1,1,0,0,7,8,12
6,15,1,0,0,3,1,12
6,0,0,0,0,5,0,12
6,5,4,0,3,4,2,12
6,0,0,0,0,1,0,12
6,0,0,0,0,1,0,12
6,8,6,2,0,4,3,12
6,2,6,2,0,4,3,12
6,0,0,0,0,8,0,12
6,15,5,2,7,6,4,12
6,16,1,5,5,12,7,12
6,16,2,2,2,22,10,12
6,3,2,1,0,20,4,12
6,3,2,1,0,14,3,12
6,0,0,0,0,4,0,12
6,207,1,14,11,326,193,12
6,5,0,2,0,4,4,12
6,38,1,18,3,43,39,12
6,47,1,4,0,212,141,12
6,9,1,2,0,50,33,12
6,2,1,2,0,12,4,12
6,2,6,2,0,9,5,12
6,15,2,1,0,37,12,12
6,9,2,1,0,69,25,12
6,4,2,1,0,31,10,12
6,2,1,1,0,4,3,12
6,5,2,1,0,56,32,12
6,17,2,3,0,53,28,12
6,1,1,0,0,0,0,12
6,3,1,0,0,1,1,12
6,58,4,0,1,2,1,12
6,15,1,2,0,46,29,11
6,4,2,1,0,17,9,11
6,6,2,1,0,21,13,11
6,15,1,2,0,55,23,11
6,3,1,2,0,4,3,11
6,1,1,0,0,2,1,11
6,5,1,2,0,5,4,11
6,3,1,1,0,7,4,11
6,3,1,1,0,4,4,11
6,5,1,1,0,13,3,11
6,11,1,1,0,62,34,11
6,3,1,2,0,2,2,11
6,3,1,1,0,3,2,11
6,14,1,2,0,85,52,11
6,2,1,1,0,6,5,11
6,4,1,1,0,7,4,11
6,58,1,3,0,226,121,11
6,3,1,0,0,0,0,11
6,0,0,0,0,1,0,11
6,2,2,1,0,4,2,11
6,2,2,1,0,4,2,11
6,1,2,1,0,2,1,11
6,2,1,0,0,5,0,11
6,2,2,1,0,4,2,11
6,2,2,1,0,4,2,11
6,4,2,1,0,7,4,11
6,1,1,0,0,0,0,11
6,5,2,2,0,6,3,11
6,8,1,3,1,9,6,11
6,7,2,1,0,14,11,11
6,6,2,1,0,7,2,11
6,14,1,1,0,31,14,11
6,4,2,1,0,8,3,11
6,5,2,1,0,6,3,11
6,10,1,2,0,15,2,11
6,3,1,2,0,4,3,11
6,14,1,1,0,40,11,11
6,2,1,1,0,5,1,11
6,8,2,2,0,10,3,11
6,2,1,1,0,9,2,11
6,12,1,1,0,16,2,11
6,0,0,0,0,0,0,11
6,4,1,2,0,3,2,11
6,0,0,0,0,0,0,11
6,3,1,1,0,3,2,11
6,0,0,0,0,0,0,11
6,3,1,1,0,3,2,11
6,40,2,2,0,73,20,11
6,2,1,3,0,3,3,11
6,12,1,3,0,13,3,11
6,0,0,0,0,0,0,11
6,0,0,0,0,0,0,11
6,9,1,1,0,23,1,11
6,2,1,1,0,4,4,11
6,0,0,0,0,0,0,11
6,5,1,1,0,5,2,11
6,57,2,7,0,233,107,11
6,3,2,2,0,3,2,11
6,1,2,1,0,15,9,11
6,3,1,1,0,5,4,11
6,2,1,2,0,3,3,11
6,0,0,0,0,1,0,11
6,13,1,4,0,9,5,11
6,2,1,3,0,4,3,11
6,0,1,0,0,0,0,11
6,1,1,0,0,0,0,11
6,5,1,9,0,13,11,11
6,4,2,1,0,2,1,11
6,0,0,0,0,8,0,11
6,1,4,0,0,6,2,11
6,3,1,1,0,5,3,11
6,2,1,1,0,2,1,11
6,12,1,3,0,13,5,11
6,4,1,2,1,7,3,11
6,4,2,2,1,2,2,11
6,3,3,2,0,2,2,11
6,0,0,0,0,1,0,11
6,0,0,0,0,1,0,11
6,0,0,0,0,1,0,11
6,0,0,0,0,4,0,11
6,0,0,0,0,1,0,11
6,9,2,2,0,25,6,11
6,6,2,3,0,13,7,11
6,6,2,1,0,8,3,11
6,2,1,1,0,16,2,11
6,5,1,1,0,27,16,11
6,5,1,1,0,15,5,11
6,4,1,1,0,9,2,11
6,15,2,2,0,23,10,11
6,29,1,14,9,51,33,11
6,5,2,0,0,12,5,11
6,20,1,14,3,51,24,11
6,0,0,0,0,0,0,11
6,9,2,2,0,15,10,11
6,7,2,3,1,5,3,11
6,7,1,1,0,4,4,11
6,8,1,1,0,26,8,11
6,8,1,1,0,7,2,11
6,6,2,1,0,21,6,11
6,5,1,1,0,21,4,11
6,39,2,3,0,134,76,11
6,2,2,1,0,5,1,11
6,4,3,1,0,2,1,11
6,9,2,2,0,2,7,11
6,0,1,0,0,0,0,11
6,1,1,1,0,6,5,11
6,1,1,1,0,12,7,11
6,1,0,2,0,2,0,11
6,14,1,8,0,30,10,11
6,1,3,0,0,0,0,11
6,1,3,0,0,0,0,11
6,1,3,0,0,0,0,11
6,5,2,5,0,13,6,11
6,11,1,3,0,52,11,11
6,1,3,0,0,0,0,11
6,1,1,1,0,18,6,11
6,4,1,1,0,15,8,11
6,4,1,1,0,10,4,11
6,1,5,0,0,4,2,12
6,6,1,1,0,3,2,12
6,0,0,0,0,2,0,12
6,5,1,2,0,15,11,12
6,7,1,1,0,8,8,12
6,20,1,5,0,21,10,12
6,12,1,1,0,35,18,12
6,16,1,1,0,18,9,12
6,11,3,1,0,18,11,12
6,18,1,1,0,32,11,12
6,31,1,3,0,36,13,12
6,0,0,0,0,1,0,12
6,6,1,2,0,24,12,12
6,8,1,4,0,18,10,12
6,12,1,2,0,22,9,12
6,21,1,16,0,76,56,12
6,5,1,1,0,8,1,11
6,9,1,1,0,10,2,11
6,2,1,2,0,4,4,12
6,5,4,8,0,85,73,12
6,4,4,6,0,55,54,12
6,0,0,0,0,8,0,12
6,64,1,2,0,4,4,11
6,8,4,8,0,72,57,11
6,3,4,6,0,42,35,11
6,8,4,9,0,83,53,11
6,3,4,7,0,48,33,11
6,0,0,0,0,3,0,11
6,0,0,0,0,4,0,11
6,8,4,8,0,70,49,11
6,3,4,6,0,36,28,11
6,0,0,0,0,2,0,11
6,8,4,8,0,81,61,11
6,3,4,6,0,47,41,11
6,0,0,0,0,5,0,11
6,15,4,8,0,76,53,11
6,4,4,6,0,41,34,11
6,8,4,9,0,80,51,11
6,3,4,7,0,53,38,11
6,0,0,0,0,4,0,11
6,0,0,0,0,3,0,11
6,15,4,8,0,76,53,11
6,4,4,6,0,41,34,11
6,8,4,9,0,80,51,11
6,3,4,7,0,53,38,11
6,0,0,0,0,4,0,11
6,0,0,0,0,3,0,11
6,35,4,10,0,65,41,11
6,4,4,9,0,29,21,11
6,0,0,0,0,0,0,11
6,34,4,10,0,65,41,11
6,4,4,9,0,29,21,11
6,0,0,0,0,0,0,11
6,8,4,9,0,83,53,11
6,3,4,7,0,48,33,11
6,0,0,0,0,3,0,11
6,8,4,9,0,83,53,11
6,3,4,7,0,48,33,11
6,0,0,0,0,3,0,11
6,8,4,9,0,76,52,11
6,3,4,7,0,41,33,11
6,0,0,0,0,3,0,11
6,8,4,9,0,76,52,11
6,3,4,7,0,41,33,11
6,0,0,0,0,3,0,11
6,14,4,8,0,70,49,11
6,3,4,6,0,36,28,11
6,8,4,9,0,71,48,11
6,3,4,7,0,36,27,11
6,0,0,0,0,2,0,11
6,0,0,0,0,2,0,11
6,9,4,10,0,65,41,11
6,4,4,9,0,29,21,11
6,8,4,9,0,73,55,11
6,3,4,7,0,42,33,11
6,0,0,0,0,4,0,11
6,0,0,0,0,0,0,11
6,8,4,8,0,71,49,11
6,3,4,6,0,36,28,11
6,0,0,0,0,2,0,11
6,8,4,8,0,76,53,11
6,3,4,6,0,41,34,11
6,0,0,0,0,3,0,11
6,9,1,2,0,5,4,11
6,8,1,4,2,23,33,11
6,0,0,0,0,1,0,11
6,5,1,1,0,7,2,11
6,0,0,0,0,1,0,11
6,5,2,1,0,9,3,11
6,10,1,4,2,26,40,11
6,0,0,0,0,2,0,11
6,7,1,1,0,9,3,11
6,0,0,0,0,2,0,11
6,7,2,1,0,11,4,11
6,8,1,4,2,24,40,11
6,0,0,0,0,2,0,11
6,5,1,1,0,8,3,11
6,0,0,0,0,2,0,11
6,5,2,1,0,10,4,11
6,8,1,4,2,24,40,11
6,0,0,0,0,2,0,11
6,5,1,1,0,8,3,11
6,0,0,0,0,2,0,11
6,5,2,1,0,10,4,11
6,13,1,4,2,29,47,11
6,0,0,0,0,3,0,11
6,9,1,1,0,11,4,11
6,0,0,0,0,3,0,11
6,9,2,1,0,13,5,11
6,8,1,4,2,23,33,11
6,0,0,0,0,1,0,11
6,5,1,1,0,7,2,11
6,0,0,0,0,1,0,11
6,5,2,1,0,9,3,11
6,21,1,4,2,53,152,11
6,0,0,0,0,18,0,11
6,18,1,1,0,30,19,11
6,0,0,0,0,18,0,11
6,18,2,1,0,32,20,11
6,11,1,1,0,27,10,12
6,0,0,0,0,0,0,12
6,5,1,1,0,21,5,12
6,11,1,1,0,11,4,12
6,0,0,0,0,0,0,12
6,4,1,1,0,6,2,12
6,4,3,4,1,68,36,12
6,2,4,2,0,8,2,12
6,3,2,1,0,20,5,11
6,4,2,1,0,17,4,11
6,2,1,1,0,11,8,12
6,4,2,3,0,3,3,11
6,1,1,1,0,1,1,11
6,1,1,1,0,2,1,11
6,1,1,1,0,1,1,11
6,2,2,1,0,3,1,11
6,1,0,3,0,3,1,11
6,6,3,2,2,16,9,12
6,0,0,0,0,1,0,12
6,6,1,5,6,19,12,12
6,15,1,2,1,103,62,12
6,4,0,3,0,4,2,12
6,5,4,0,0,3,2,12
6,3,0,3,0,4,2,12
6,0,0,0,0,6,0,12
6,7,1,0,0,2,1,12
6,3,2,1,0,4,1,11
6,1,1,2,0,4,3,11
6,17,2,23,0,56,32,11
6,1,1,3,0,5,4,11
6,8,1,5,6,10,10,11
6,6,2,0,2,3,2,11
6,2,3,0,0,2,1,11
6,2,2,0,0,2,1,11
6,2,2,0,0,2,1,11
6,2,3,0,0,2,1,11
6,3,2,0,1,3,2,11
6,1,3,0,0,2,1,11
6,3,2,0,0,2,1,11
6,3,2,0,0,2,1,11
6,2,1,3,1,8,6,11
6,2,2,1,0,2,1,11
6,2,2,2,0,4,3,11
6,0,0,0,0,4,0,12
6,0,0,0,0,1,0,12
6,6,4,0,0,2,1,12
6,4,0,3,0,4,2,12
6,0,0,0,0,2,0,12
6,0,0,0,0,6,0,12
6,0,0,0,0,2,0,12
6,0,0,0,0,1,0,12
6,0,0,0,0,2,0,12
6,22,2,3,0,90,43,12
6,4,1,1,0,7,8,12
6,2,1,1,0,6,3,12
6,16,2,10,0,43,19,11
6,14,2,4,0,34,22,12
6,4,1,1,0,5,8,12
6,4,1,1,0,11,9,12
6,2,1,1,0,4,2,12
6,2,1,1,0,10,9,12
6,2,1,1,0,7,5,12
6,10,2,7,0,34,12,11
6,13,2,3,0,27,13,12
6,7,2,1,0,12,1,11
6,6,2,2,0,12,5,12
6,6,2,2,0,16,2,11
6,4,1,3,1,11,5,12
6,0,1,3,0,16,5,12
6,0,1,3,0,10,7,12
6,6,2,6,4,34,17,12
6,1,2,2,0,8,4,11
6,1,2,1,0,12,5,11
6,4,2,5,0,10,5,11
6,5,1,3,0,17,18,12
6,5,1,4,0,10,8,12
6,1,2,23,0,25,23,11
6,1,1,7,0,19,7,11
6,5,1,2,5,7,5,12
6,0,1,2,1,5,3,12
6,3,1,1,3,9,3,12
6,3,1,1,1,24,9,12
6,2,1,3,1,11,6,12
6,5,1,1,0,9,5,12
6,1,1,2,2,5,3,12
6,1,1,3,0,8,3,12
6,1,1,3,0,8,3,12
6,6,1,2,6,5,3,12
6,1,1,1,0,12,7,12
6,2,1,1,0,8,7,12
6,3,1,3,1,22,11,12
6,3,1,2,5,6,4,12
6,15,1,1,17,13,10,12
6,0,1,1,0,7,1,11
6,0,1,1,0,7,1,11
6,0,1,1,0,7,1,11
6,1,1,1,0,11,11,11
6,1,0,2,0,2,0,11
6,6,1,3,0,11,3,12
6,13,2,1,0,37,32,12
6,1,0,2,0,2,0,12
6,5,3,1,0,17,8,12
6,12,1,2,0,25,16,12
6,0,0,0,0,3,0,12
6,3,1,3,0,12,13,12
6,2,1,3,0,4,3,12
6,19,2,1,0,75,25,11
6,3,1,1,0,21,15,11
6,11,1,1,0,8,6,12
6,13,1,1,0,65,43,12
6,3,1,1,0,9,8,12
6,13,1,1,0,24,8,12
6,10,1,1,0,26,14,12
6,8,1,4,0,11,14,12
6,21,2,2,0,45,18,12
6,0,0,0,0,6,0,12
6,5,1,2,0,14,7,12
6,2,2,1,0,14,9,12
6,4,1,2,0,3,3,12
6,15,1,1,0,24,15,12
6,65,1,1,2,123,52,12
6,3,1,1,0,2,1,12
6,15,1,3,5,31,15,11
6,34,1,4,0,43,34,12
6,7,1,1,0,22,23,12
6,46,2,10,0,56,31,12
6,66,1,1,1,29,17,12
6,2,4,0,1,4,2,12
6,7,2,2,0,4,2,12
6,6,2,2,0,7,3,12
6,7,2,3,0,8,4,12
6,19,1,1,0,42,25,12
6,11,2,3,0,6,4,12
6,4,2,1,0,3,3,12
6,9,2,1,0,27,15,12
6,5,1,2,0,2,8,12
6,7,2,1,0,20,8,12
6,7,3,1,0,30,16,12
6,6,4,0,0,4,2,12
6,128,1,2,11,116,87,12
6,2,0,2,0,2,0,12
6,3,1,1,0,3,4,12
6,2,1,2,0,7,6,12
6,32,3,2,11,44,33,12
6,113,1,4,5,45,22,12
6,2,0,2,0,2,0,12
6,45,2,1,0,24,13,12
6,16,2,2,0,13,6,12
6,8,1,3,0,23,8,12
6,32,2,2,0,71,30,12
6,1,0,2,0,2,0,12
6,17,1,2,0,22,3,12
6,5,1,2,0,13,7,12
6,9,1,2,0,4,10,12
6,11,2,1,0,16,8,12
6,6,2,1,0,3,3,12
6,10,3,2,0,5,2,12
6,10,3,2,0,7,3,12
6,4,3,2,0,4,2,11
6,35,1,1,26,22,16,11
6,4,2,0,3,3,2,12
6,5,1,0,0,1,0,12
6,24,1,3,2,34,28,12
6,31,1,1,1,41,24,12
6,17,2,3,0,35,34,12
6,8,3,1,0,13,7,12
6,13,1,1,0,33,19,12
6,3,1,1,0,2,2,12
6,9,1,0,0,2,2,12
6,0,0,0,0,2,0,12
6,0,0,0,0,2,0,12
6,0,0,0,0,1,0,12
6,0,4,0,0,4,2,12
6,5,4,1,0,13,6,12
6,10,4,0,0,8,4,12
6,9,1,2,0,41,29,12
6,14,1,1,0,20,12,12
6,132,3,10,1,126,99,12
6,20,1,1,0,68,33,12
6,2,0,2,0,2,0,12
6,554,2,58,0,197,192,12
6,0,0,0,0,1,0,12
6,0,0,0,0,2,0,12
6,17,2,2,0,5,4,12
6,9,1,1,0,21,11,12
6,1,1,3,0,13,14,12
6,52,4,4,0,19,10,12
6,1,1,0,0,0,0,12
6,1,0,2,0,2,0,12
6,6,1,1,0,17,7,12
6,12,0,2,0,2,0,12
6,9,1,1,0,24,14,12
6,15,2,3,0,50,37,12
6,13,2,7,0,33,15,12
6,30,2,21,0,80,47,12
6,2,1,0,0,0,0,12
6,2,0,2,0,2,0,12
6,11,1,1,0,10,4,12
6,12,1,1,0,13,9,12
6,9,1,4,0,23,11,12
6,20,2,2,1,8,4,12
6,35,1,3,0,60,31,12
6,2,2,0,0,12,6,12
6,8,2,1,0,12,4,12
6,7,2,3,0,7,4,12
6,23,2,3,0,57,17,12
6,41,1,1,0,92,31,12
6,4,2,13,0,15,14,12
6,22,1,1,0,71,31,12
6,39,1,28,0,86,44,12
6,53,2,10,0,142,51,12
6,16,2,1,0,27,2,12
6,15,2,1,0,28,3,12
6,3,1,0,2,0,0,12
6,8,1,5,0,12,6,12
6,21,1,1,0,50,24,12
6,8,1,1,0,7,4,12
6,5,1,1,0,3,2,12
6,5,1,2,0,10,5,12
6,11,1,1,0,12,6,12
6,6,1,0,0,1,0,12
6,4,1,2,0,14,5,12
6,18,2,2,0,56,32,12
6,7,2,1,0,5,2,12
6,1,0,2,0,2,0,12
6,6,2,1,0,6,2,12
6,19,1,2,0,50,10,12
6,16,2,2,1,31,6,12
6,8,3,1,0,21,3,12
6,7,2,1,0,6,2,12
6,3,1,0,0,1,1,11
6,0,0,0,0,0,0,12
6,16,2,2,0,27,16,12
6,8,1,3,0,11,7,12
6,3,1,2,0,7,4,12
6,23,2,3,0,17,7,12
6,0,0,0,0,4,0,12
6,10,1,3,0,4,4,12
6,29,1,14,3,16,3,12
6,54,1,2,51,2,2,12
6,19,1,1,0,43,16,12
6,0,0,0,0,1,0,12
6,10,1,1,2,13,5,12
6,63,2,2,1,108,38,12
6,14,1,2,0,21,10,12
6,2,4,0,0,2,1,12
6,52,1,2,0,152,83,12
6,3,4,1,0,9,4,12
6,5,2,1,0,15,12,12
6,3,5,1,0,3,2,12
6,5,1,3,0,11,6,12
6,2,2,1,0,8,4,12
